,run,agentID,suspect,victim,thief,DNAatCS,locCS,statement,experiment_name,runs
5,120,5,0,0,0,0,0,0,thief,200
6,120,6,0,0,0,0,1,1,thief,200
7,120,7,0,0,0,0,0,0,thief,200
8,120,8,0,0,0,0,0,0,thief,200
9,120,9,0,0,0,0,0,0,thief,200
0,121,0,1,0,1,1,1,1,thief,200
1,121,1,0,0,0,0,0,0,thief,200
2,121,2,0,1,0,0,1,1,thief,200
3,121,3,0,0,0,0,0,0,thief,200
4,121,4,0,0,0,0,0,0,thief,200
5,121,5,0,0,0,0,0,0,thief,200
6,121,6,0,0,0,0,0,0,thief,200
7,121,7,0,0,0,0,1,1,thief,200
8,121,8,0,0,0,0,0,0,thief,200
9,121,9,0,0,0,1,0,0,thief,200
0,122,0,1,0,1,1,1,1,thief,200
1,122,1,0,1,0,0,1,1,thief,200
2,122,2,0,0,0,1,0,0,thief,200
3,122,3,0,0,0,0,0,0,thief,200
4,122,4,0,0,0,1,0,0,thief,200
5,122,5,0,0,0,0,0,0,thief,200
6,122,6,0,0,0,0,1,1,thief,200
7,122,7,0,0,0,1,0,0,thief,200
8,122,8,0,0,0,0,0,0,thief,200
9,122,9,0,0,0,1,0,0,thief,200
0,123,0,1,0,1,1,1,1,thief,200
1,123,1,0,0,0,0,0,0,thief,200
2,123,2,0,0,0,0,0,0,thief,200
3,123,3,0,1,0,1,1,1,thief,200
4,123,4,0,0,0,1,0,0,thief,200
5,123,5,0,0,0,0,0,0,thief,200
6,123,6,0,0,0,0,0,0,thief,200
7,123,7,0,0,0,0,0,0,thief,200
8,123,8,0,0,0,0,0,0,thief,200
9,123,9,0,0,0,0,0,0,thief,200
0,124,0,1,0,1,1,0,0,thief,200
1,124,1,0,0,0,1,0,0,thief,200
2,124,2,0,0,0,1,0,0,thief,200
3,124,3,0,0,0,0,0,0,thief,200
4,124,4,0,0,0,1,0,0,thief,200
5,124,5,0,0,0,0,0,0,thief,200
6,124,6,0,0,0,1,0,0,thief,200
7,124,7,0,0,0,0,0,0,thief,200
8,124,8,0,0,0,1,0,0,thief,200
9,124,9,0,0,0,0,0,0,thief,200
0,125,0,1,0,1,1,1,1,thief,200
1,125,1,0,0,0,0,0,0,thief,200
2,125,2,0,0,0,0,0,0,thief,200
3,125,3,0,0,0,0,0,0,thief,200
4,125,4,0,0,0,0,0,0,thief,200
5,125,5,0,0,0,0,0,0,thief,200
6,125,6,0,1,0,0,1,1,thief,200
7,125,7,0,0,0,0,0,0,thief,200
8,125,8,0,0,0,0,0,0,thief,200
9,125,9,0,0,0,0,0,0,thief,200
0,126,0,1,0,1,1,1,1,thief,200
1,126,1,0,0,0,0,0,0,thief,200
2,126,2,0,0,0,0,0,0,thief,200
3,126,3,0,0,0,0,0,0,thief,200
4,126,4,0,0,0,0,0,0,thief,200
5,126,5,0,0,0,0,0,0,thief,200
6,126,6,0,0,0,0,0,0,thief,200
7,126,7,0,0,0,0,0,0,thief,200
8,126,8,0,0,0,1,0,0,thief,200
9,126,9,0,1,0,0,1,1,thief,200
0,127,0,1,0,1,1,1,1,thief,200
1,127,1,0,0,0,0,0,0,thief,200
2,127,2,0,0,0,0,0,0,thief,200
3,127,3,0,0,0,0,0,0,thief,200
4,127,4,0,0,0,0,0,0,thief,200
5,127,5,0,0,0,0,0,0,thief,200
6,127,6,0,0,0,0,0,0,thief,200
7,127,7,0,1,0,0,1,1,thief,200
8,127,8,0,0,0,0,0,0,thief,200
9,127,9,0,0,0,0,0,0,thief,200
0,128,0,1,0,1,1,1,1,thief,200
1,128,1,0,0,0,0,0,0,thief,200
2,128,2,0,0,0,1,0,0,thief,200
3,128,3,0,1,0,0,1,1,thief,200
4,128,4,0,0,0,0,0,0,thief,200
5,128,5,0,0,0,0,0,0,thief,200
6,128,6,0,0,0,0,0,0,thief,200
7,128,7,0,0,0,0,0,0,thief,200
8,128,8,0,0,0,0,0,0,thief,200
9,128,9,0,0,0,0,0,0,thief,200
0,129,0,1,0,1,1,1,1,thief,200
1,129,1,0,1,0,0,0,0,thief,200
2,129,2,0,0,0,0,0,0,thief,200
3,129,3,0,0,0,0,0,0,thief,200
4,129,4,0,0,0,0,0,0,thief,200
5,129,5,0,0,0,1,0,0,thief,200
6,129,6,0,0,0,0,0,0,thief,200
7,129,7,0,0,0,1,1,1,thief,200
8,129,8,0,0,0,0,0,0,thief,200
9,129,9,0,0,0,0,0,0,thief,200
0,130,0,1,0,1,1,0,0,thief,200
1,130,1,0,0,0,1,0,0,thief,200
2,130,2,0,0,0,1,0,0,thief,200
3,130,3,0,0,0,0,0,0,thief,200
4,130,4,0,0,0,0,0,0,thief,200
5,130,5,0,0,0,0,0,0,thief,200
6,130,6,0,0,0,1,0,0,thief,200
7,130,7,0,0,0,0,0,0,thief,200
8,130,8,0,0,0,0,0,0,thief,200
9,130,9,0,0,0,1,0,0,thief,200
0,131,0,1,0,1,0,1,1,thief,200
1,131,1,0,0,0,0,1,1,thief,200
2,131,2,0,0,0,0,1,1,thief,200
3,131,3,0,0,0,0,0,0,thief,200
4,131,4,0,0,0,0,0,0,thief,200
5,131,5,0,0,0,0,0,0,thief,200
6,131,6,0,0,0,0,0,0,thief,200
7,131,7,0,0,0,0,0,0,thief,200
8,131,8,0,0,0,0,0,0,thief,200
9,131,9,0,1,0,0,1,1,thief,200
0,132,0,1,0,1,1,1,1,thief,200
1,132,1,0,1,0,0,1,1,thief,200
2,132,2,0,0,0,0,0,0,thief,200
3,132,3,0,0,0,0,0,0,thief,200
4,132,4,0,0,0,0,0,0,thief,200
5,132,5,0,0,0,0,0,0,thief,200
6,132,6,0,0,0,0,0,0,thief,200
7,132,7,0,0,0,0,0,0,thief,200
8,132,8,0,0,0,0,0,0,thief,200
9,132,9,0,0,0,0,0,0,thief,200
0,133,0,1,0,1,1,1,1,thief,200
1,133,1,0,0,0,0,0,0,thief,200
2,133,2,0,0,0,1,0,0,thief,200
3,133,3,0,0,0,0,0,0,thief,200
4,133,4,0,0,0,0,0,0,thief,200
5,133,5,0,0,0,0,0,0,thief,200
6,133,6,0,0,0,0,0,0,thief,200
7,133,7,0,0,0,0,0,0,thief,200
8,133,8,0,0,0,0,0,0,thief,200
9,133,9,0,1,0,0,1,1,thief,200
0,134,0,1,0,1,0,1,1,thief,200
1,134,1,0,0,0,0,0,0,thief,200
2,134,2,0,0,0,0,0,0,thief,200
3,134,3,0,0,0,0,0,0,thief,200
4,134,4,0,0,0,0,0,0,thief,200
5,134,5,0,1,0,0,1,1,thief,200
6,134,6,0,0,0,0,0,0,thief,200
7,134,7,0,0,0,0,0,0,thief,200
8,134,8,0,0,0,0,0,0,thief,200
9,134,9,0,0,0,0,0,0,thief,200
0,135,0,1,0,1,1,1,1,thief,200
1,135,1,0,0,0,0,0,0,thief,200
2,135,2,0,0,0,0,0,0,thief,200
3,135,3,0,0,0,0,0,0,thief,200
4,135,4,0,0,0,0,0,0,thief,200
5,135,5,0,0,0,0,0,0,thief,200
6,135,6,0,0,0,0,1,1,thief,200
7,135,7,0,0,0,0,1,1,thief,200
8,135,8,0,1,0,0,1,1,thief,200
9,135,9,0,0,0,0,0,0,thief,200
0,136,0,1,0,1,1,1,1,thief,200
1,136,1,0,0,0,1,0,0,thief,200
2,136,2,0,1,0,0,1,1,thief,200
3,136,3,0,0,0,0,0,0,thief,200
4,136,4,0,0,0,0,0,0,thief,200
5,136,5,0,0,0,0,0,0,thief,200
6,136,6,0,0,0,0,0,0,thief,200
7,136,7,0,0,0,1,0,0,thief,200
8,136,8,0,0,0,0,0,0,thief,200
9,136,9,0,0,0,0,0,0,thief,200
0,137,0,1,0,1,1,1,1,thief,200
1,137,1,0,0,0,1,0,0,thief,200
2,137,2,0,0,0,0,0,0,thief,200
3,137,3,0,0,0,0,0,0,thief,200
4,137,4,0,0,0,1,0,0,thief,200
5,137,5,0,0,0,1,0,0,thief,200
6,137,6,0,0,0,0,0,0,thief,200
7,137,7,0,1,0,0,1,1,thief,200
8,137,8,0,0,0,1,0,0,thief,200
9,137,9,0,0,0,0,0,0,thief,200
0,138,0,1,0,1,1,1,1,thief,200
1,138,1,0,0,0,0,0,0,thief,200
2,138,2,0,1,0,0,1,1,thief,200
3,138,3,0,0,0,1,0,0,thief,200
4,138,4,0,0,0,0,0,0,thief,200
5,138,5,0,0,0,0,0,0,thief,200
6,138,6,0,0,0,0,0,0,thief,200
7,138,7,0,0,0,0,0,0,thief,200
8,138,8,0,0,0,0,0,0,thief,200
9,138,9,0,0,0,0,0,0,thief,200
0,139,0,1,0,1,1,1,1,thief,200
1,139,1,0,0,0,0,0,0,thief,200
2,139,2,0,0,0,0,0,0,thief,200
3,139,3,0,1,0,0,1,1,thief,200
4,139,4,0,0,0,0,0,0,thief,200
5,139,5,0,0,0,0,0,0,thief,200
6,139,6,0,0,0,1,0,0,thief,200
7,139,7,0,0,0,0,0,0,thief,200
8,139,8,0,0,0,0,0,0,thief,200
9,139,9,0,0,0,0,0,0,thief,200
0,140,0,1,0,1,1,1,1,thief,200
1,140,1,0,0,0,0,1,1,thief,200
2,140,2,0,0,0,0,0,0,thief,200
3,140,3,0,0,0,0,0,0,thief,200
4,140,4,0,0,0,0,0,0,thief,200
5,140,5,0,0,0,1,1,1,thief,200
6,140,6,0,1,0,0,1,1,thief,200
7,140,7,0,0,0,0,1,1,thief,200
8,140,8,0,0,0,0,0,0,thief,200
9,140,9,0,0,0,0,0,0,thief,200
0,141,0,1,0,1,0,1,1,thief,200
1,141,1,0,0,0,0,0,0,thief,200
2,141,2,0,0,0,0,0,0,thief,200
3,141,3,0,0,0,0,1,1,thief,200
4,141,4,0,0,0,1,1,1,thief,200
5,141,5,0,0,0,0,0,0,thief,200
6,141,6,0,0,0,0,0,0,thief,200
7,141,7,0,1,0,0,1,1,thief,200
8,141,8,0,0,0,0,0,0,thief,200
9,141,9,0,0,0,0,0,0,thief,200
0,142,0,1,0,1,0,1,1,thief,200
1,142,1,0,0,0,0,0,0,thief,200
2,142,2,0,0,0,1,0,0,thief,200
3,142,3,0,0,0,0,0,0,thief,200
4,142,4,0,0,0,0,0,0,thief,200
5,142,5,0,1,0,0,1,1,thief,200
6,142,6,0,0,0,0,0,0,thief,200
7,142,7,0,0,0,0,0,0,thief,200
8,142,8,0,0,0,1,0,0,thief,200
9,142,9,0,0,0,0,0,0,thief,200
0,143,0,1,0,1,1,1,1,thief,200
1,143,1,0,0,0,1,0,0,thief,200
2,143,2,0,0,0,0,0,0,thief,200
3,143,3,0,0,0,0,0,0,thief,200
4,143,4,0,0,0,1,0,0,thief,200
5,143,5,0,1,0,0,1,1,thief,200
6,143,6,0,0,0,0,0,0,thief,200
7,143,7,0,0,0,0,0,0,thief,200
8,143,8,0,0,0,0,0,0,thief,200
9,143,9,0,0,0,0,0,0,thief,200
0,144,0,1,0,1,1,0,0,thief,200
1,144,1,0,0,0,0,0,0,thief,200
2,144,2,0,0,0,1,0,0,thief,200
3,144,3,0,0,0,0,0,0,thief,200
4,144,4,0,0,0,1,0,0,thief,200
5,144,5,0,0,0,1,0,0,thief,200
6,144,6,0,0,0,1,0,0,thief,200
7,144,7,0,0,0,1,0,0,thief,200
8,144,8,0,0,0,1,0,0,thief,200
9,144,9,0,0,0,0,0,0,thief,200
0,145,0,1,0,1,1,1,1,thief,200
1,145,1,0,0,0,1,0,0,thief,200
2,145,2,0,0,0,0,0,0,thief,200
3,145,3,0,0,0,0,0,0,thief,200
4,145,4,0,1,0,0,1,1,thief,200
5,145,5,0,0,0,0,0,0,thief,200
6,145,6,0,0,0,0,0,0,thief,200
7,145,7,0,0,0,0,0,0,thief,200
8,145,8,0,0,0,0,0,0,thief,200
9,145,9,0,0,0,0,0,0,thief,200
0,146,0,1,0,1,1,0,0,thief,200
1,146,1,0,0,0,1,0,0,thief,200
2,146,2,0,0,0,1,0,0,thief,200
3,146,3,0,0,0,1,0,0,thief,200
4,146,4,0,0,0,1,0,0,thief,200
5,146,5,0,0,0,1,0,0,thief,200
6,146,6,0,0,0,1,0,0,thief,200
7,146,7,0,0,0,1,0,0,thief,200
8,146,8,0,0,0,1,0,0,thief,200
9,146,9,0,0,0,0,0,0,thief,200
0,147,0,1,0,1,1,1,1,thief,200
1,147,1,0,1,0,0,1,1,thief,200
2,147,2,0,0,0,0,0,0,thief,200
3,147,3,0,0,0,0,0,0,thief,200
4,147,4,0,0,0,0,0,0,thief,200
5,147,5,0,0,0,0,1,1,thief,200
6,147,6,0,0,0,0,0,0,thief,200
7,147,7,0,0,0,0,1,1,thief,200
8,147,8,0,0,0,0,0,0,thief,200
9,147,9,0,0,0,0,0,0,thief,200
0,148,0,1,0,1,1,1,1,thief,200
1,148,1,0,0,0,0,1,1,thief,200
2,148,2,0,0,0,0,0,0,thief,200
3,148,3,0,0,0,0,0,0,thief,200
4,148,4,0,0,0,0,0,0,thief,200
5,148,5,0,0,0,0,0,0,thief,200
6,148,6,0,0,0,0,0,0,thief,200
7,148,7,0,0,0,0,0,0,thief,200
8,148,8,0,0,0,0,0,0,thief,200
9,148,9,0,1,0,0,1,1,thief,200
0,149,0,1,0,1,1,0,0,thief,200
1,149,1,0,0,0,0,0,0,thief,200
2,149,2,0,0,0,0,0,0,thief,200
3,149,3,0,0,0,0,0,0,thief,200
4,149,4,0,0,0,1,0,0,thief,200
5,149,5,0,0,0,0,0,0,thief,200
6,149,6,0,0,0,1,0,0,thief,200
7,149,7,0,0,0,1,0,0,thief,200
8,149,8,0,0,0,1,0,0,thief,200
9,149,9,0,0,0,0,0,0,thief,200
0,150,0,1,0,1,1,1,1,thief,200
1,150,1,0,0,0,0,0,0,thief,200
2,150,2,0,0,0,0,0,0,thief,200
3,150,3,0,0,0,0,0,0,thief,200
4,150,4,0,1,0,0,1,1,thief,200
5,150,5,0,0,0,0,0,0,thief,200
6,150,6,0,0,0,0,0,0,thief,200
7,150,7,0,0,0,0,0,0,thief,200
8,150,8,0,0,0,1,0,0,thief,200
9,150,9,0,0,0,0,0,0,thief,200
0,151,0,1,0,1,1,1,1,thief,200
1,151,1,0,0,0,0,0,0,thief,200
2,151,2,0,0,0,0,0,0,thief,200
3,151,3,0,0,0,0,0,0,thief,200
4,151,4,0,0,0,1,0,0,thief,200
5,151,5,0,0,0,0,0,0,thief,200
6,151,6,0,0,0,1,0,0,thief,200
7,151,7,0,1,0,1,1,1,thief,200
8,151,8,0,0,0,1,0,0,thief,200
9,151,9,0,0,0,0,0,0,thief,200
0,152,0,1,0,1,1,0,0,thief,200
1,152,1,0,0,0,1,0,0,thief,200
2,152,2,0,0,0,1,0,0,thief,200
3,152,3,0,0,0,1,0,0,thief,200
4,152,4,0,0,0,1,0,0,thief,200
5,152,5,0,0,0,1,0,0,thief,200
6,152,6,0,0,0,1,0,0,thief,200
7,152,7,0,0,0,1,0,0,thief,200
8,152,8,0,0,0,1,0,0,thief,200
9,152,9,0,0,0,0,0,0,thief,200
0,153,0,1,0,1,1,1,1,thief,200
1,153,1,0,0,0,0,0,0,thief,200
2,153,2,0,0,0,0,0,0,thief,200
3,153,3,0,0,0,0,0,0,thief,200
4,153,4,0,0,0,0,0,0,thief,200
5,153,5,0,0,0,0,0,0,thief,200
6,153,6,0,0,0,0,0,0,thief,200
7,153,7,0,0,0,0,0,0,thief,200
8,153,8,0,0,0,0,0,0,thief,200
9,153,9,0,1,0,0,1,1,thief,200
0,154,0,1,0,1,1,1,1,thief,200
1,154,1,0,0,0,0,0,0,thief,200
2,154,2,0,0,0,0,0,0,thief,200
3,154,3,0,0,0,0,0,0,thief,200
4,154,4,0,1,0,1,1,1,thief,200
5,154,5,0,0,0,0,0,0,thief,200
6,154,6,0,0,0,0,0,0,thief,200
7,154,7,0,0,0,0,0,0,thief,200
8,154,8,0,0,0,0,0,0,thief,200
9,154,9,0,0,0,0,0,0,thief,200
0,155,0,1,0,1,1,1,1,thief,200
1,155,1,0,0,0,0,0,0,thief,200
2,155,2,0,0,0,0,0,0,thief,200
3,155,3,0,0,0,0,0,0,thief,200
4,155,4,0,0,0,0,0,0,thief,200
5,155,5,0,0,0,1,0,0,thief,200
6,155,6,0,0,0,0,0,0,thief,200
7,155,7,0,1,0,0,0,0,thief,200
8,155,8,0,0,0,0,0,0,thief,200
9,155,9,0,0,0,0,0,0,thief,200
0,156,0,1,0,1,1,1,1,thief,200
1,156,1,0,0,0,0,0,0,thief,200
2,156,2,0,0,0,0,0,0,thief,200
3,156,3,0,1,0,1,1,1,thief,200
4,156,4,0,0,0,0,0,0,thief,200
5,156,5,0,0,0,0,0,0,thief,200
6,156,6,0,0,0,0,0,0,thief,200
7,156,7,0,0,0,0,0,0,thief,200
8,156,8,0,0,0,0,0,0,thief,200
9,156,9,0,0,0,0,0,0,thief,200
0,157,0,1,0,1,1,1,1,thief,200
1,157,1,0,0,0,0,0,0,thief,200
2,157,2,0,0,0,0,0,0,thief,200
3,157,3,0,0,0,0,0,0,thief,200
4,157,4,0,1,0,0,0,0,thief,200
5,157,5,0,0,0,0,0,0,thief,200
6,157,6,0,0,0,0,0,0,thief,200
7,157,7,0,0,0,0,0,0,thief,200
8,157,8,0,0,0,0,0,0,thief,200
9,157,9,0,0,0,0,1,1,thief,200
0,158,0,1,0,1,1,1,1,thief,200
1,158,1,0,0,0,0,0,0,thief,200
2,158,2,0,0,0,0,0,0,thief,200
3,158,3,0,0,0,0,0,0,thief,200
4,158,4,0,0,0,0,0,0,thief,200
5,158,5,0,0,0,0,0,0,thief,200
6,158,6,0,0,0,0,0,0,thief,200
7,158,7,0,0,0,0,0,0,thief,200
8,158,8,0,0,0,0,0,0,thief,200
9,158,9,0,1,0,0,1,1,thief,200
0,159,0,1,0,1,1,1,1,thief,200
1,159,1,0,0,0,0,0,0,thief,200
2,159,2,0,0,0,0,0,0,thief,200
3,159,3,0,1,0,0,1,1,thief,200
4,159,4,0,0,0,0,0,0,thief,200
5,159,5,0,0,0,0,0,0,thief,200
6,159,6,0,0,0,0,0,0,thief,200
7,159,7,0,0,0,0,0,0,thief,200
8,159,8,0,0,0,0,1,1,thief,200
9,159,9,0,0,0,0,0,0,thief,200
0,160,0,1,0,1,1,1,1,thief,200
1,160,1,0,0,0,0,0,0,thief,200
2,160,2,0,0,0,0,0,0,thief,200
3,160,3,0,0,0,0,0,0,thief,200
4,160,4,0,0,0,0,0,0,thief,200
5,160,5,0,1,0,1,1,1,thief,200
6,160,6,0,0,0,0,0,0,thief,200
7,160,7,0,0,0,0,0,0,thief,200
8,160,8,0,0,0,0,0,0,thief,200
9,160,9,0,0,0,0,0,0,thief,200
0,161,0,1,0,1,1,1,1,thief,200
1,161,1,0,1,0,0,1,1,thief,200
2,161,2,0,0,0,0,0,0,thief,200
3,161,3,0,0,0,0,0,0,thief,200
4,161,4,0,0,0,0,1,1,thief,200
5,161,5,0,0,0,0,0,0,thief,200
6,161,6,0,0,0,0,0,0,thief,200
7,161,7,0,0,0,0,0,0,thief,200
8,161,8,0,0,0,0,1,1,thief,200
9,161,9,0,0,0,0,0,0,thief,200
0,162,0,1,0,1,1,0,0,thief,200
1,162,1,0,0,0,1,0,0,thief,200
2,162,2,0,0,0,1,0,0,thief,200
3,162,3,0,0,0,0,0,0,thief,200
4,162,4,0,0,0,0,0,0,thief,200
5,162,5,0,0,0,1,0,0,thief,200
6,162,6,0,0,0,0,0,0,thief,200
7,162,7,0,0,0,1,0,0,thief,200
8,162,8,0,0,0,0,0,0,thief,200
9,162,9,0,0,0,1,0,0,thief,200
0,163,0,1,0,1,1,1,1,thief,200
1,163,1,0,0,0,1,0,0,thief,200
2,163,2,0,0,0,0,0,0,thief,200
3,163,3,0,1,0,0,1,1,thief,200
4,163,4,0,0,0,0,1,1,thief,200
5,163,5,0,0,0,0,0,0,thief,200
6,163,6,0,0,0,0,0,0,thief,200
7,163,7,0,0,0,0,1,1,thief,200
8,163,8,0,0,0,0,0,0,thief,200
9,163,9,0,0,0,0,0,0,thief,200
0,164,0,1,0,1,1,1,1,thief,200
1,164,1,0,0,0,1,0,0,thief,200
2,164,2,0,0,0,0,0,0,thief,200
3,164,3,0,0,0,1,0,0,thief,200
4,164,4,0,1,0,1,0,0,thief,200
5,164,5,0,0,0,0,0,0,thief,200
6,164,6,0,0,0,0,0,0,thief,200
7,164,7,0,0,0,0,0,0,thief,200
8,164,8,0,0,0,0,0,0,thief,200
9,164,9,0,0,0,0,0,0,thief,200
0,165,0,1,0,1,1,1,1,thief,200
1,165,1,0,0,0,1,1,1,thief,200
2,165,2,0,1,0,1,1,1,thief,200
3,165,3,0,0,0,0,1,1,thief,200
4,165,4,0,0,0,0,1,1,thief,200
5,165,5,0,0,0,0,0,0,thief,200
6,165,6,0,0,0,0,0,0,thief,200
7,165,7,0,0,0,0,0,0,thief,200
8,165,8,0,0,0,0,0,0,thief,200
9,165,9,0,0,0,0,0,0,thief,200
0,166,0,1,0,1,1,1,1,thief,200
1,166,1,0,0,0,0,0,0,thief,200
2,166,2,0,0,0,0,0,0,thief,200
3,166,3,0,0,0,0,0,0,thief,200
4,166,4,0,0,0,0,0,0,thief,200
5,166,5,0,0,0,0,0,0,thief,200
6,166,6,0,0,0,0,0,0,thief,200
7,166,7,0,0,0,0,0,0,thief,200
8,166,8,0,1,0,0,1,1,thief,200
9,166,9,0,0,0,1,0,0,thief,200
0,167,0,1,0,1,1,1,1,thief,200
1,167,1,0,0,0,0,0,0,thief,200
2,167,2,0,1,0,0,0,0,thief,200
3,167,3,0,0,0,0,0,0,thief,200
4,167,4,0,0,0,0,0,0,thief,200
5,167,5,0,0,0,0,0,0,thief,200
6,167,6,0,0,0,0,0,0,thief,200
7,167,7,0,0,0,1,0,0,thief,200
8,167,8,0,0,0,0,0,0,thief,200
9,167,9,0,0,0,0,0,0,thief,200
0,168,0,1,0,1,1,1,1,thief,200
1,168,1,0,0,0,0,0,0,thief,200
2,168,2,0,0,0,0,0,0,thief,200
3,168,3,0,0,0,0,0,0,thief,200
4,168,4,0,0,0,0,0,0,thief,200
5,168,5,0,0,0,0,0,0,thief,200
6,168,6,0,1,0,0,1,1,thief,200
7,168,7,0,0,0,0,0,0,thief,200
8,168,8,0,0,0,0,0,0,thief,200
9,168,9,0,0,0,0,0,0,thief,200
0,169,0,1,0,1,1,1,1,thief,200
1,169,1,0,0,0,0,0,0,thief,200
2,169,2,0,0,0,0,0,0,thief,200
3,169,3,0,0,0,0,0,0,thief,200
4,169,4,0,0,0,0,1,1,thief,200
5,169,5,0,0,0,0,0,0,thief,200
6,169,6,0,0,0,0,0,0,thief,200
7,169,7,0,1,0,0,1,1,thief,200
8,169,8,0,0,0,0,0,0,thief,200
9,169,9,0,0,0,0,0,0,thief,200
0,170,0,1,0,1,1,1,1,thief,200
1,170,1,0,0,0,0,0,0,thief,200
2,170,2,0,0,0,1,0,0,thief,200
3,170,3,0,0,0,0,0,0,thief,200
4,170,4,0,0,0,0,0,0,thief,200
5,170,5,0,1,0,0,1,1,thief,200
6,170,6,0,0,0,0,0,0,thief,200
7,170,7,0,0,0,0,0,0,thief,200
8,170,8,0,0,0,0,0,0,thief,200
9,170,9,0,0,0,0,0,0,thief,200
0,171,0,1,0,1,1,1,1,thief,200
1,171,1,0,0,0,1,0,0,thief,200
2,171,2,0,0,0,0,0,0,thief,200
3,171,3,0,1,0,1,0,0,thief,200
4,171,4,0,0,0,0,0,0,thief,200
5,171,5,0,0,0,1,0,0,thief,200
6,171,6,0,0,0,0,0,0,thief,200
7,171,7,0,0,0,0,0,0,thief,200
8,171,8,0,0,0,1,0,0,thief,200
9,171,9,0,0,0,1,0,0,thief,200
0,172,0,1,0,1,1,1,1,thief,200
1,172,1,0,0,0,0,0,0,thief,200
2,172,2,0,0,0,1,0,0,thief,200
3,172,3,0,0,0,1,0,0,thief,200
4,172,4,0,0,0,0,0,0,thief,200
5,172,5,0,0,0,0,0,0,thief,200
6,172,6,0,0,0,1,0,0,thief,200
7,172,7,0,0,0,0,0,0,thief,200
8,172,8,0,0,0,0,0,0,thief,200
9,172,9,0,1,0,0,1,1,thief,200
0,173,0,1,0,1,1,1,1,thief,200
1,173,1,0,1,0,0,1,1,thief,200
2,173,2,0,0,0,0,0,0,thief,200
3,173,3,0,0,0,0,0,0,thief,200
4,173,4,0,0,0,1,0,0,thief,200
5,173,5,0,0,0,0,0,0,thief,200
6,173,6,0,0,0,1,0,0,thief,200
7,173,7,0,0,0,1,0,0,thief,200
8,173,8,0,0,0,0,0,0,thief,200
9,173,9,0,0,0,0,0,0,thief,200
0,174,0,1,0,1,1,1,1,thief,200
1,174,1,0,0,0,1,0,0,thief,200
2,174,2,0,1,0,0,1,1,thief,200
3,174,3,0,0,0,0,0,0,thief,200
4,174,4,0,0,0,0,0,0,thief,200
5,174,5,0,0,0,0,0,0,thief,200
6,174,6,0,0,0,0,0,0,thief,200
7,174,7,0,0,0,0,0,0,thief,200
8,174,8,0,0,0,0,0,0,thief,200
9,174,9,0,0,0,0,0,0,thief,200
0,175,0,1,0,1,1,0,0,thief,200
1,175,1,0,0,0,1,0,0,thief,200
2,175,2,0,0,0,1,0,0,thief,200
3,175,3,0,0,0,1,0,0,thief,200
4,175,4,0,0,0,0,0,0,thief,200
5,175,5,0,0,0,1,0,0,thief,200
6,175,6,0,0,0,0,0,0,thief,200
7,175,7,0,0,0,0,0,0,thief,200
8,175,8,0,0,0,1,0,0,thief,200
9,175,9,0,0,0,1,0,0,thief,200
0,176,0,1,0,1,1,0,0,thief,200
1,176,1,0,0,0,1,0,0,thief,200
2,176,2,0,0,0,0,0,0,thief,200
3,176,3,0,0,0,1,0,0,thief,200
4,176,4,0,0,0,1,0,0,thief,200
5,176,5,0,0,0,1,0,0,thief,200
6,176,6,0,0,0,1,0,0,thief,200
7,176,7,0,0,0,1,0,0,thief,200
8,176,8,0,0,0,0,0,0,thief,200
9,176,9,0,0,0,1,0,0,thief,200
0,177,0,1,0,1,1,1,1,thief,200
1,177,1,0,0,0,1,0,0,thief,200
2,177,2,0,0,0,0,0,0,thief,200
3,177,3,0,0,0,0,0,0,thief,200
4,177,4,0,0,0,0,0,0,thief,200
5,177,5,0,0,0,1,0,0,thief,200
6,177,6,0,0,0,0,0,0,thief,200
7,177,7,0,1,0,0,1,1,thief,200
8,177,8,0,0,0,0,0,0,thief,200
9,177,9,0,0,0,0,0,0,thief,200
0,178,0,1,0,1,0,1,1,thief,200
1,178,1,0,0,0,0,0,0,thief,200
2,178,2,0,0,0,0,1,1,thief,200
3,178,3,0,0,0,0,0,0,thief,200
4,178,4,0,0,0,0,0,0,thief,200
5,178,5,0,0,0,0,0,0,thief,200
6,178,6,0,1,0,0,1,1,thief,200
7,178,7,0,0,0,0,0,0,thief,200
8,178,8,0,0,0,0,0,0,thief,200
9,178,9,0,0,0,0,0,0,thief,200
0,179,0,1,0,1,1,0,0,thief,200
1,179,1,0,0,0,1,0,0,thief,200
2,179,2,0,0,0,1,0,0,thief,200
3,179,3,0,0,0,1,0,0,thief,200
4,179,4,0,0,0,0,0,0,thief,200
5,179,5,0,0,0,1,0,0,thief,200
6,179,6,0,0,0,0,0,0,thief,200
7,179,7,0,0,0,1,0,0,thief,200
8,179,8,0,0,0,1,0,0,thief,200
9,179,9,0,0,0,0,0,0,thief,200
0,180,0,1,0,1,1,0,0,thief,200
1,180,1,0,0,0,1,0,0,thief,200
2,180,2,0,0,0,1,0,0,thief,200
3,180,3,0,0,0,0,0,0,thief,200
4,180,4,0,0,0,0,0,0,thief,200
5,180,5,0,0,0,0,0,0,thief,200
6,180,6,0,0,0,0,0,0,thief,200
7,180,7,0,0,0,1,0,0,thief,200
8,180,8,0,0,0,0,0,0,thief,200
9,180,9,0,0,0,1,0,0,thief,200
0,181,0,1,0,1,1,1,1,thief,200
